Date,Type,Shares,Loot,Applicant,Title,Token,In,Out
1653880513,Process Proposal,10,0,0x2057c3c95f998e00240659a8f58d7013aad16425,@lotusleafstyle membership,DAI,10000000000000000000,0
1653587248,Process Proposal,10,0,0x6c9aca829657648c7d3fae6893fd19fa5dce8b4f,@rusgarian membership,DAI,10000000000000000000,0
1653587078,Process Proposal,10,0,0x0f866bcc7cd4255e608da0063db5a61dc2b93768,@liagodoyf membership,DAI,10000000000000000000,0
1653586980,Process Proposal,10,0,0xa0478e640f90db8fc6541075fc5537d233cc7bd8,@juwel membership,DAI,10000000000000000000,0
1652501583,Process Proposal,10,0,0x09c49e68f4a83aac7645bc7e81c7e56db5350127,@drkellypage membership,DAI,10000000000000000000,0
1652501253,Process Proposal,10,0,0xc420415e378cd2e3d76894d5c06db400762646bd,@Lana_Cartier membership,DAI,10000000000000000000,0
1648406237,Process Proposal,10,0,0x68e293f74e794ec989dce6cad6696700de6a70e5,Pledge for QuantumAlpha (Tomoko Kotaka),DAI,10000000000000000000,0
1647595723,Process Proposal,10,0,0x4a9a40b2c44b7d32ecf4e0cc66f5304518ec0a59,Andy Boyan membership proposal,DAI,100000000000000000000,0
1647293121,Process Proposal,10,0,0x57893e666bd15e886d74751b0879361a3383b57a,@cryptowitch6,DAI,10000000000000000000,0
1647014600,Process Proposal,10,0,0x6733c60e6e02f9c8fa221db1aea018d80d949861,@hrm_o25,DAI,10000000000000000000,0
1647013996,Process Proposal,10,0,0x66401d7dc394e55330168fd765cb4e4f3a1df07f,@Nadin_Hadi Membership Proposal,DAI,10000000000000000000,0
1647013858,Process Proposal,10,0,0xe70e3429bbceeea8f9ade0811d02ec1562f1fd90,@edwardon membership,DAI,100000000000000000000,0
1647013750,Process Proposal,10,0,0x5d7db10605d22828b84a7ff19e40a6500158197d,@hilaryhbrown (Discord) @hilaryhelmholz (twitter),DAI,10000000000000000000,0
1647013696,Process Proposal,10,0,0xbdb3053356e3c8dd8a143dafcba9ae57bd8b01ba,@laurenthedev membership,DAI,10000000000000000000,0
1647013606,Process Proposal,10,0,0x738c2aa5ef6735713312cf17ecb63168be75f7c6,@enmai membership,DAI,10000000000000000000,0
1647013566,Process Proposal,10,0,0x1cf1e80622329526796d46d1442e20dfc11e47cb,@tesswillmott7,DAI,10000000000000000000,0
1644966819,Process Proposal,10,0,0x28cd26d85b4ac655a489aa3f259f81283bd1a804,@rikagoldberg membership,DAI,10000000000000000000,0
1644370185,Process Proposal,10,0,0x969097000ddba4d7a536c3a98145202931b0cbb6,@frohberl membership,DAI,10000000000000000000,0
1643673251,Process Proposal,10,0,0xc467fc0ef81034f07513c6468c057a92a2846cf9,Lori H. Schwartz Membership Proposal,DAI,10000000000000000000,0
1643673069,Process Proposal,10,0,0xc97d7aad67a3608cdbfa7925ecbe9917de837847,Tschentsch#5392,DAI,10000000000000000000,0
1642619354,Process Proposal,10,0,0x68636945104bd99e207a2149c648a8d804bf4feb,@ebeerbell membership,DAI,10000000000000000000,0
