Date,Type,Shares,Loot,Applicant,Title,Token,In,Out
1656341205,Process Proposal,1,0,0x87690be28b65f13394741c2c2be5a6bdb0505039,BorrowLucid Membership Proposal,WETH,498700000000000000,0
1655117952,Rage Quit,,,,,WETH,0,2170430145345730876
1654434548,Process Proposal,0,0,0x2619c649d98ddddbb0b218823354fe1d41bf5ce0,TW Reimbursement for May 2022 Grant Cycle,WETH,0,216306865197000000
1653222422,Rage Quit,,,,,WETH,0,868291663814375845
1653222245,Process Proposal,0,0,0x10905b42619abc17bf2a69ca2975a267476c3849,Mycelium Research - Educational Resources,WETH,0,6450000000000000000
1653222193,Process Proposal,0,0,0x24c492413fcfd5a8370f43f69205563c3d39cc5d,DAOStar One,WETH,0,7300000000000000000
1653222131,Process Proposal,0,0,0x33a5f4b107093cd9cbbbe844f939acb4cab2e260,"ReallyBoringGuild, April-July 2022",WETH,0,2200000000000000000
1653221946,Process Proposal,0,0,0xdf85b6c1becaf3248365b2c0b458387a17153adb,Black Sky Nexus,WETH,0,14970000000000000000
1653221913,Process Proposal,0,0,0x02cb3c150bedca124d0ae8cccb72fefbe705c953,Ethereum Cat Herders,WETH,0,48435000000000000000
1653221836,Process Proposal,0,0,0x28ea39d34722944a8623c3752114f4b45522d62b,SmartInvoice Grant Proposal,WETH,0,30000000000000000000
1652971987,Process Proposal,1,0,0xa873baa34ea1868194e5937e3aefd20dd2e549ea,ZayiRey - Membership Proposal,WETH,468970000000000000,0
1648677006,Process Proposal,1,0,0x66b1de0f14a0ce971f7f248415063d44caf19398,Yalor Mewn - Membership Proposal,WETH,469200000000000000,0
1644022332,Rage Quit,,,,,WETH,0,46915938426595337758
1641231610,Process Proposal,0,0,0x297bf847dcb01f3e870515628b36eabad491e5e8,Sybil Resistance,WETH,0,23000000000000000000
1640097462,Process Proposal,0,0,0x81d30bf2047cc5ee5f903cc00594edc8d5018d31,Stereum Ethereum Node Setup,WETH,0,13970000000000000000
1640097365,Process Proposal,0,0,0x02cb3c150bedca124d0ae8cccb72fefbe705c953,Ethereum Cat Herders,WETH,0,30460000000000000000
1640097273,Process Proposal,0,0,0x9b5aacbc71feaf52b8f73def00b56e0fd875f2a5,"MetaMoloch - M1 Grant Proposal ",WETH,0,8000000000000000000
1638706501,Rage Quit,,,,,WETH,0,11751760004991576714
1637559732,Rage Quit,,,,,WETH,0,23013863343108504398
1634856076,Process Proposal,1,0,0x245bd45ffd22a0e8da538a3b2fbfdd3a575bc619,Ann Willmott member proposal,WETH,498700000000000000,0
1634174772,Rage Quit,,,,,WETH,0,489654255319148936
1631754988,Rage Quit,,,,,WETH,0,3917234042553191489
1631754853,Rage Quit,,,,,WETH,0,489654255319148936
1631579901,Tokens Collected,,,,,WETH,1841100000000000000000,0
